month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,source_file,source_row_number,month_date,failure_reason,remaining_lease_years,remaining_lease_months,remaining_lease_recomputed,remaining_lease_as_of_date
2014-04,BUKIT PANJANG,4 ROOM,150,PETIR RD,01 TO 03,103.0,Model A,1988,,400000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",39965,2014-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-04,BUKIT PANJANG,5 ROOM,246,BANGKIT RD,13 TO 15,122.0,Improved,1988,,480000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",39984,2014-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-04,BUKIT PANJANG,5 ROOM,272,BANGKIT RD,01 TO 03,128.0,Improved,1988,,440000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",39979,2014-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-04,CLEMENTI,3 ROOM,308,CLEMENTI AVE 4,10 TO 12,67.0,New Generation,1980,,383000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40066,2014-04-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2014-04,CLEMENTI,3 ROOM,366,CLEMENTI AVE 2,16 TO 18,61.0,Model A,2003,,425000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40074,2014-04-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2014-04,GEYLANG,3 ROOM,21,BALAM RD,04 TO 06,60.3,Standard,1967,,295000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40111,2014-04-01,DUPLICATE_LOWER_PRICE,39,6,39 years 06 months,2026-07-18
2014-04,GEYLANG,3 ROOM,21,BALAM RD,04 TO 06,60.3,Standard,1967,,288000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40107,2014-04-01,DUPLICATE_LOWER_PRICE,39,6,39 years 06 months,2026-07-18
2014-04,HOUGANG,3 ROOM,682,HOUGANG AVE 4,01 TO 03,64.0,Simplified,1989,,326000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40157,2014-04-01,DUPLICATE_LOWER_PRICE,61,6,61 years 06 months,2026-07-18
2014-04,HOUGANG,3 ROOM,694,HOUGANG ST 61,01 TO 03,64.0,Simplified,1987,,308000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40149,2014-04-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-04,HOUGANG,4 ROOM,402,HOUGANG AVE 10,04 TO 06,91.0,New Generation,1985,,440000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40196,2014-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2014-04,HOUGANG,4 ROOM,402,HOUGANG AVE 10,04 TO 06,91.0,New Generation,1985,,438000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40194,2014-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2014-04,HOUGANG,4 ROOM,532,HOUGANG AVE 6,07 TO 09,84.0,Simplified,1987,,400000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40180,2014-04-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-04,HOUGANG,4 ROOM,648,HOUGANG AVE 8,10 TO 12,84.0,Simplified,1987,,370000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40172,2014-04-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-04,JURONG EAST,3 ROOM,102,JURONG EAST ST 13,04 TO 06,68.0,New Generation,1982,,340000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40257,2014-04-01,DUPLICATE_LOWER_PRICE,54,6,54 years 06 months,2026-07-18
2014-04,JURONG WEST,3 ROOM,121,YUAN CHING RD,07 TO 09,61.0,Improved,1974,,285000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40284,2014-04-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2014-04,JURONG WEST,3 ROOM,211,BOON LAY PL,07 TO 09,65.0,Improved,1976,,288000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40286,2014-04-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2014-04,JURONG WEST,3 ROOM,456,JURONG WEST ST 41,04 TO 06,82.0,New Generation,1985,,365000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40327,2014-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2014-04,JURONG WEST,3 ROOM,492,JURONG WEST ST 41,04 TO 06,64.0,Simplified,1986,,300000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40294,2014-04-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2014-04,JURONG WEST,3 ROOM,518,JURONG WEST ST 52,07 TO 09,74.0,Model A,1984,,338000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40317,2014-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-04,JURONG WEST,3 ROOM,915,JURONG WEST ST 91,10 TO 12,73.0,Model A,1988,,328000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40310,2014-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-04,JURONG WEST,4 ROOM,403,JURONG WEST ST 42,10 TO 12,106.0,Model A,1984,,380000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40338,2014-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-04,JURONG WEST,4 ROOM,417,JURONG WEST ST 42,04 TO 06,84.0,Simplified,1985,,350000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40325,2014-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2014-04,JURONG WEST,4 ROOM,902,JURONG WEST ST 91,01 TO 03,104.0,Model A,1988,,400000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40353,2014-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-04,JURONG WEST,5 ROOM,444,JURONG WEST AVE 1,10 TO 12,133.0,Model A,1985,,490000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40389,2014-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2014-04,JURONG WEST,5 ROOM,652B,JURONG WEST ST 61,07 TO 09,110.0,Improved,2002,,510000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40399,2014-04-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2014-04,JURONG WEST,5 ROOM,653C,JURONG WEST ST 61,04 TO 06,110.0,Improved,2002,,474500.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40384,2014-04-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2014-04,JURONG WEST,EXECUTIVE,669C,JURONG WEST ST 64,01 TO 03,130.0,Apartment,2000,,515000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40403,2014-04-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2014-04,KALLANG/WHAMPOA,3 ROOM,123,MCNAIR RD,04 TO 06,64.0,Simplified,1987,,366000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40436,2014-04-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-04,KALLANG/WHAMPOA,3 ROOM,463,CRAWFORD LANE,19 TO 21,60.0,Improved,1982,,425000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40444,2014-04-01,DUPLICATE_LOWER_PRICE,54,6,54 years 06 months,2026-07-18
2014-04,KALLANG/WHAMPOA,3 ROOM,5,ST. GEORGE'S LANE,01 TO 03,68.0,New Generation,1981,,358000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40433,2014-04-01,DUPLICATE_LOWER_PRICE,53,6,53 years 06 months,2026-07-18
2014-04,KALLANG/WHAMPOA,3 ROOM,86,WHAMPOA DR,10 TO 12,66.0,Improved,1974,,305000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40423,2014-04-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2014-04,MARINE PARADE,3 ROOM,30,MARINE CRES,13 TO 15,65.0,Improved,1975,,420000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40470,2014-04-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2014-04,PASIR RIS,4 ROOM,117,PASIR RIS ST 11,01 TO 03,106.0,Model A,1990,,405000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40482,2014-04-01,DUPLICATE_LOWER_PRICE,62,6,62 years 06 months,2026-07-18
2014-04,PUNGGOL,5 ROOM,101B,PUNGGOL FIELD,04 TO 06,110.0,Improved,2002,,498000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40537,2014-04-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2014-04,PUNGGOL,5 ROOM,197A,PUNGGOL FIELD,04 TO 06,110.0,Improved,2003,,500000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40543,2014-04-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2014-04,QUEENSTOWN,2 ROOM,35,TANGLIN HALT RD,10 TO 12,46.0,Standard,1973,,274000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40562,2014-04-01,DUPLICATE_LOWER_PRICE,45,6,45 years 06 months,2026-07-18
2014-04,QUEENSTOWN,3 ROOM,170,STIRLING RD,13 TO 15,60.0,Improved,1970,,357000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40577,2014-04-01,DUPLICATE_LOWER_PRICE,42,6,42 years 06 months,2026-07-18
2014-04,QUEENSTOWN,3 ROOM,23A,QUEEN'S CL,16 TO 18,76.0,Improved,1973,,420000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40590,2014-04-01,DUPLICATE_LOWER_PRICE,45,6,45 years 06 months,2026-07-18
2014-04,QUEENSTOWN,4 ROOM,43,TANGLIN HALT RD,04 TO 06,129.0,Adjoined flat,1971,,605000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40604,2014-04-01,DUPLICATE_LOWER_PRICE,43,6,43 years 06 months,2026-07-18
2014-04,SEMBAWANG,4 ROOM,405,ADMIRALTY LINK,01 TO 03,86.0,Model A2,2001,,370000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40625,2014-04-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2014-04,SEMBAWANG,5 ROOM,350A,CANBERRA RD,04 TO 06,110.0,Improved,2001,,490000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40649,2014-04-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2014-04,SEMBAWANG,5 ROOM,501B,WELLINGTON CIRCLE,07 TO 09,111.0,Improved,2001,,470000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40645,2014-04-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2014-04,SENGKANG,4 ROOM,260B,SENGKANG EAST WAY,01 TO 03,90.0,Model A,2001,,425000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40671,2014-04-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2014-04,SENGKANG,4 ROOM,272C,SENGKANG CTRL,13 TO 15,90.0,Premium Apartment,2009,,565000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40732,2014-04-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2014-04,SENGKANG,4 ROOM,272D,SENGKANG CTRL,13 TO 15,90.0,Premium Apartment,2009,,550000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40722,2014-04-01,DUPLICATE_LOWER_PRICE,81,6,81 years 06 months,2026-07-18
2014-04,SENGKANG,4 ROOM,436B,FERNVALE RD,16 TO 18,96.0,Model A,2010,,500000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40704,2014-04-01,DUPLICATE_LOWER_PRICE,82,6,82 years 06 months,2026-07-18
2014-04,SENGKANG,5 ROOM,115,RIVERVALE WALK,07 TO 09,120.0,Improved,1998,,485000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40700,2014-04-01,DUPLICATE_LOWER_PRICE,70,6,70 years 06 months,2026-07-18
2014-04,SENGKANG,5 ROOM,158B,RIVERVALE CRES,04 TO 06,110.0,Premium Apartment,2003,,472500.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40693,2014-04-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2014-04,SERANGOON,3 ROOM,2,LOR LEW LIAN,04 TO 06,64.0,Improved,1983,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40753,2014-04-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2014-04,SERANGOON,3 ROOM,223,SERANGOON AVE 4,04 TO 06,71.0,New Generation,1984,,355000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40755,2014-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-04,SERANGOON,4 ROOM,144,SERANGOON NTH AVE 1,01 TO 03,103.0,Model A,1987,,408000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40761,2014-04-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-04,TAMPINES,3 ROOM,259,TAMPINES ST 21,01 TO 03,78.0,Model A,1985,,370000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40807,2014-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2014-04,TAMPINES,3 ROOM,827,TAMPINES ST 81,04 TO 06,83.0,New Generation,1987,,370000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40808,2014-04-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-04,TAMPINES,4 ROOM,898A,TAMPINES ST 81,13 TO 15,104.0,Model A,1988,,445000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40825,2014-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-04,TAMPINES,5 ROOM,843,TAMPINES ST 83,07 TO 09,122.0,Improved,1988,,500000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40851,2014-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-04,WOODLANDS,4 ROOM,662,WOODLANDS RING RD,10 TO 12,101.0,Model A,1998,,380000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40984,2014-04-01,DUPLICATE_LOWER_PRICE,70,6,70 years 06 months,2026-07-18
2014-04,WOODLANDS,4 ROOM,757,WOODLANDS AVE 4,01 TO 03,103.0,Model A,1997,,372000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",40980,2014-04-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2014-04,WOODLANDS,5 ROOM,10,MARSILING DR,10 TO 12,126.0,Standard,1976,,418000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41007,2014-04-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2014-04,WOODLANDS,5 ROOM,686B,WOODLANDS DR 73,13 TO 15,113.0,Premium Apartment,2003,,470888.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41040,2014-04-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2014-04,WOODLANDS,5 ROOM,881,WOODLANDS ST 82,07 TO 09,121.0,Improved,1996,,480000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41043,2014-04-01,DUPLICATE_LOWER_PRICE,68,6,68 years 06 months,2026-07-18
2014-04,WOODLANDS,EXECUTIVE,636,WOODLANDS RING RD,10 TO 12,141.0,Apartment,1999,,602000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41057,2014-04-01,DUPLICATE_LOWER_PRICE,71,6,71 years 06 months,2026-07-18
2014-04,YISHUN,3 ROOM,117,YISHUN RING RD,04 TO 06,77.0,Model A,1983,,325000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41088,2014-04-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2014-04,YISHUN,3 ROOM,219,YISHUN ST 21,07 TO 09,68.0,New Generation,1985,,316000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41077,2014-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2014-04,YISHUN,4 ROOM,389,YISHUN AVE 6,10 TO 12,84.0,Simplified,1988,,333000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41093,2014-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-04,YISHUN,4 ROOM,790,YISHUN AVE 2,04 TO 06,103.0,Model A,1987,,435000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41145,2014-04-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-05,ANG MO KIO,3 ROOM,126,ANG MO KIO AVE 3,04 TO 06,82.0,New Generation,1978,,401888.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41211,2014-05-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2014-05,ANG MO KIO,3 ROOM,302,ANG MO KIO AVE 3,07 TO 09,73.0,New Generation,1978,,375000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41197,2014-05-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2014-05,ANG MO KIO,3 ROOM,302,ANG MO KIO AVE 3,07 TO 09,73.0,New Generation,1978,,375000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41199,2014-05-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2014-05,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,07 TO 09,74.0,New Generation,1979,,368000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41195,2014-05-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2014-05,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,07 TO 09,74.0,New Generation,1979,,360000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41188,2014-05-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2014-05,ANG MO KIO,3 ROOM,533,ANG MO KIO AVE 5,10 TO 12,82.0,New Generation,1980,,390000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41206,2014-05-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2014-05,ANG MO KIO,3 ROOM,556,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,,300000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41171,2014-05-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2014-05,ANG MO KIO,3 ROOM,608,ANG MO KIO AVE 5,01 TO 03,81.0,New Generation,1980,,380000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41202,2014-05-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2014-05,ANG MO KIO,4 ROOM,596C,ANG MO KIO ST 52,19 TO 21,91.0,Model A,2002,,613000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41230,2014-05-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2014-05,BEDOK,3 ROOM,138,BEDOK NTH ST 2,04 TO 06,67.0,New Generation,1978,,340000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41264,2014-05-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2014-05,BEDOK,3 ROOM,418,BEDOK NTH AVE 2,04 TO 06,67.0,New Generation,1978,,344000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41268,2014-05-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2014-05,BEDOK,3 ROOM,503,BEDOK NTH ST 3,07 TO 09,59.0,Improved,1978,,309000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41241,2014-05-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2014-05,BEDOK,3 ROOM,534,BEDOK NTH ST 3,07 TO 09,69.0,Improved,1986,,330000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41256,2014-05-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2014-05,BEDOK,3 ROOM,534,BEDOK NTH ST 3,10 TO 12,69.0,Improved,1986,,319000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41248,2014-05-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2014-05,BEDOK,4 ROOM,148,BEDOK RESERVOIR RD,07 TO 09,84.0,Simplified,1987,,405000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41283,2014-05-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-05,BEDOK,4 ROOM,180,BEDOK NTH RD,19 TO 21,92.0,Model A,2006,,568000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41322,2014-05-01,DUPLICATE_LOWER_PRICE,78,6,78 years 06 months,2026-07-18
2014-05,BEDOK,4 ROOM,402,BEDOK NTH AVE 3,10 TO 12,92.0,New Generation,1979,,460000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41306,2014-05-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2014-05,BEDOK,5 ROOM,516,BEDOK NTH AVE 2,10 TO 12,119.0,Improved,1979,,615000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41333,2014-05-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2014-05,BEDOK,5 ROOM,645,JLN TENAGA,07 TO 09,122.0,Improved,1993,,575000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41325,2014-05-01,DUPLICATE_LOWER_PRICE,65,6,65 years 06 months,2026-07-18
2014-05,BEDOK,EXECUTIVE,661,JLN DAMAI,04 TO 06,145.0,Apartment,1996,,620000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41336,2014-05-01,DUPLICATE_LOWER_PRICE,68,6,68 years 06 months,2026-07-18
2014-05,BISHAN,4 ROOM,113,BISHAN ST 12,04 TO 06,84.0,Simplified,1986,,472000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41355,2014-05-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2014-05,BISHAN,5 ROOM,262,BISHAN ST 22,07 TO 09,133.0,Model A,1992,,720000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41368,2014-05-01,DUPLICATE_LOWER_PRICE,64,6,64 years 06 months,2026-07-18
2014-05,BUKIT BATOK,3 ROOM,131,BT BATOK WEST AVE 6,04 TO 06,73.0,Model A,1984,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41390,2014-05-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-05,BUKIT MERAH,2 ROOM,24,BEO CRES,07 TO 09,48.0,Standard,1971,,315000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41422,2014-05-01,DUPLICATE_LOWER_PRICE,43,6,43 years 06 months,2026-07-18
2014-05,BUKIT MERAH,2 ROOM,28,HOY FATT RD,07 TO 09,47.0,Standard,1967,,280000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41417,2014-05-01,DUPLICATE_LOWER_PRICE,39,6,39 years 06 months,2026-07-18
2014-05,BUKIT MERAH,3 ROOM,130,BT MERAH VIEW,13 TO 15,65.0,Improved,1973,,406800.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41436,2014-05-01,DUPLICATE_LOWER_PRICE,45,6,45 years 06 months,2026-07-18
2014-05,BUKIT MERAH,3 ROOM,8,JLN BT HO SWEE,04 TO 06,56.0,Standard,1971,,318000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41423,2014-05-01,DUPLICATE_LOWER_PRICE,43,6,43 years 06 months,2026-07-18
2014-05,BUKIT MERAH,4 ROOM,75B,REDHILL RD,13 TO 15,100.0,Model A,2005,,720000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41458,2014-05-01,DUPLICATE_LOWER_PRICE,77,6,77 years 06 months,2026-07-18
2014-05,BUKIT PANJANG,4 ROOM,125,PENDING RD,04 TO 06,103.0,Model A,1987,,375000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41480,2014-05-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-05,BUKIT PANJANG,4 ROOM,125,PENDING RD,04 TO 06,103.0,Model A,1987,,375000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41482,2014-05-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-05,BUKIT PANJANG,4 ROOM,611,BT PANJANG RING RD,10 TO 12,90.0,Model A,2002,,392000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41486,2014-05-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
