month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,source_file,source_row_number,month_date,failure_reason,remaining_lease_years,remaining_lease_months,remaining_lease_recomputed,remaining_lease_as_of_date
2014-05,BUKIT PANJANG,4 ROOM,625,SENJA RD,19 TO 21,90.0,Premium Apartment,2004,,465000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41503,2014-05-01,DUPLICATE_LOWER_PRICE,76,6,76 years 06 months,2026-07-18
2014-05,BUKIT PANJANG,5 ROOM,203,PETIR RD,04 TO 06,122.0,Improved,1988,,415000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41492,2014-05-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-05,BUKIT PANJANG,5 ROOM,471,SEGAR RD,01 TO 03,110.0,Premium Apartment,2002,,430000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41498,2014-05-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2014-05,BUKIT PANJANG,5 ROOM,627,SENJA RD,04 TO 06,110.0,Premium Apartment,2004,,495000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41512,2014-05-01,DUPLICATE_LOWER_PRICE,76,6,76 years 06 months,2026-07-18
2014-05,CHOA CHU KANG,4 ROOM,402,CHOA CHU KANG AVE 3,04 TO 06,105.0,Model A,1993,,385000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41553,2014-05-01,DUPLICATE_LOWER_PRICE,65,6,65 years 06 months,2026-07-18
2014-05,CHOA CHU KANG,4 ROOM,484B,CHOA CHU KANG AVE 5,13 TO 15,101.0,Model A,1999,,420000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41572,2014-05-01,DUPLICATE_LOWER_PRICE,71,6,71 years 06 months,2026-07-18
2014-05,CHOA CHU KANG,4 ROOM,562,CHOA CHU KANG ST 52,01 TO 03,109.0,Model A,1995,,380000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41548,2014-05-01,DUPLICATE_LOWER_PRICE,67,6,67 years 06 months,2026-07-18
2014-05,CHOA CHU KANG,4 ROOM,626,CHOA CHU KANG ST 62,07 TO 09,100.0,Model A,1997,,410000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41568,2014-05-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2014-05,CHOA CHU KANG,4 ROOM,677,CHOA CHU KANG CRES,04 TO 06,105.0,Premium Apartment,1999,,410000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41566,2014-05-01,DUPLICATE_LOWER_PRICE,71,6,71 years 06 months,2026-07-18
2014-05,CLEMENTI,3 ROOM,345,CLEMENTI AVE 5,10 TO 12,67.0,New Generation,1979,,377000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41600,2014-05-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2014-05,CLEMENTI,3 ROOM,426,CLEMENTI AVE 3,07 TO 09,67.0,New Generation,1978,,373000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41597,2014-05-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2014-05,CLEMENTI,3 ROOM,515,WEST COAST RD,04 TO 06,68.0,New Generation,1980,,310000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41588,2014-05-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2014-05,GEYLANG,3 ROOM,3,HAIG RD,01 TO 03,65.0,Improved,1976,,320000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41636,2014-05-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2014-05,GEYLANG,4 ROOM,1,PINE CL,07 TO 09,95.0,Model A,2000,,590000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41654,2014-05-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2014-05,GEYLANG,4 ROOM,35,EUNOS CRES,16 TO 18,85.0,Model A,2006,,668000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41658,2014-05-01,DUPLICATE_LOWER_PRICE,78,6,78 years 06 months,2026-07-18
2014-05,GEYLANG,5 ROOM,22,EUNOS CRES,10 TO 12,123.0,Standard,1977,,550000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41652,2014-05-01,DUPLICATE_LOWER_PRICE,49,6,49 years 06 months,2026-07-18
2014-05,HOUGANG,3 ROOM,1,HOUGANG AVE 3,07 TO 09,59.0,Improved,1975,,284000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41660,2014-05-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2014-05,HOUGANG,3 ROOM,311,HOUGANG AVE 5,04 TO 06,68.0,New Generation,1983,,305000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41664,2014-05-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2014-05,HOUGANG,3 ROOM,511,HOUGANG AVE 10,04 TO 06,64.0,Simplified,1986,,325000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41675,2014-05-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2014-05,HOUGANG,3 ROOM,629,HOUGANG AVE 8,07 TO 09,64.0,Simplified,1986,,310000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41667,2014-05-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2014-05,HOUGANG,4 ROOM,553,HOUGANG ST 51,04 TO 06,104.0,Model A,1989,,414000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41698,2014-05-01,DUPLICATE_LOWER_PRICE,61,6,61 years 06 months,2026-07-18
2014-05,JURONG EAST,3 ROOM,210,JURONG EAST ST 21,07 TO 09,67.0,New Generation,1983,,336500.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41732,2014-05-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2014-05,JURONG EAST,4 ROOM,315,JURONG EAST ST 32,10 TO 12,103.0,Model A,1984,,460000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41742,2014-05-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-05,JURONG EAST,5 ROOM,116,JURONG EAST ST 13,16 TO 18,120.0,Improved,1981,,635000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41754,2014-05-01,DUPLICATE_LOWER_PRICE,53,6,53 years 06 months,2026-07-18
2014-05,JURONG EAST,5 ROOM,230,JURONG EAST ST 21,16 TO 18,120.0,Improved,1981,,620000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41751,2014-05-01,DUPLICATE_LOWER_PRICE,53,6,53 years 06 months,2026-07-18
2014-05,JURONG WEST,3 ROOM,174,BOON LAY DR,07 TO 09,59.0,Improved,1978,,280000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41764,2014-05-01,DUPLICATE_LOWER_PRICE,50,6,50 years 06 months,2026-07-18
2014-05,JURONG WEST,3 ROOM,212,BOON LAY PL,07 TO 09,66.0,Improved,1974,,288800.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41767,2014-05-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2014-05,JURONG WEST,3 ROOM,456,JURONG WEST ST 41,04 TO 06,67.0,New Generation,1985,,330000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41784,2014-05-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2014-05,JURONG WEST,3 ROOM,489,JURONG WEST AVE 1,04 TO 06,73.0,Model A,1984,,330000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41781,2014-05-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-05,JURONG WEST,4 ROOM,612,JURONG WEST ST 65,07 TO 09,95.0,Premium Apartment,2001,,441000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41847,2014-05-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2014-05,JURONG WEST,4 ROOM,651B,JURONG WEST ST 61,04 TO 06,91.0,Model A,2002,,428000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41838,2014-05-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2014-05,JURONG WEST,4 ROOM,663A,JURONG WEST ST 65,01 TO 03,90.0,Model A,2000,,400000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41822,2014-05-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2014-05,JURONG WEST,4 ROOM,724,JURONG WEST ST 72,10 TO 12,104.0,Model A,1990,,377000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41799,2014-05-01,DUPLICATE_LOWER_PRICE,62,6,62 years 06 months,2026-07-18
2014-05,JURONG WEST,4 ROOM,909,JURONG WEST ST 91,04 TO 06,104.0,Model A,1989,,380000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41804,2014-05-01,DUPLICATE_LOWER_PRICE,61,6,61 years 06 months,2026-07-18
2014-05,JURONG WEST,5 ROOM,271A,JURONG WEST ST 24,16 TO 18,113.0,Premium Apartment,2003,,442000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41849,2014-05-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2014-05,JURONG WEST,5 ROOM,678D,JURONG WEST ST 64,07 TO 09,110.0,Premium Apartment,2008,,452000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41855,2014-05-01,DUPLICATE_LOWER_PRICE,80,6,80 years 06 months,2026-07-18
2014-05,JURONG WEST,5 ROOM,840,JURONG WEST ST 81,07 TO 09,127.0,Improved,1993,,439000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41843,2014-05-01,DUPLICATE_LOWER_PRICE,65,6,65 years 06 months,2026-07-18
2014-05,JURONG WEST,5 ROOM,987B,JURONG WEST ST 93,13 TO 15,110.0,Premium Apartment,2008,,530000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41888,2014-05-01,DUPLICATE_LOWER_PRICE,80,6,80 years 06 months,2026-07-18
2014-05,KALLANG/WHAMPOA,3 ROOM,105,TOWNER RD,07 TO 09,74.0,Model A,1984,,440000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41916,2014-05-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-05,KALLANG/WHAMPOA,3 ROOM,463,CRAWFORD LANE,04 TO 06,60.0,Improved,1982,,400000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41910,2014-05-01,DUPLICATE_LOWER_PRICE,54,6,54 years 06 months,2026-07-18
2014-05,KALLANG/WHAMPOA,3 ROOM,82,WHAMPOA DR,01 TO 03,66.0,Improved,1974,,310000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41898,2014-05-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2014-05,MARINE PARADE,3 ROOM,5,MARINE TER,01 TO 03,65.0,Improved,1975,,390000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41941,2014-05-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2014-05,MARINE PARADE,3 ROOM,5,MARINE TER,01 TO 03,65.0,Improved,1975,,370000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41939,2014-05-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2014-05,MARINE PARADE,4 ROOM,18,MARINE TER,04 TO 06,88.0,Improved,1975,,545000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41949,2014-05-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2014-05,PASIR RIS,4 ROOM,142,PASIR RIS ST 11,04 TO 06,108.0,Model A,1994,,404000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41955,2014-05-01,DUPLICATE_LOWER_PRICE,66,6,66 years 06 months,2026-07-18
2014-05,PASIR RIS,4 ROOM,473,PASIR RIS DR 6,04 TO 06,103.0,Model A,1989,,410000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41959,2014-05-01,DUPLICATE_LOWER_PRICE,61,6,61 years 06 months,2026-07-18
2014-05,PASIR RIS,EXECUTIVE,457,PASIR RIS DR 4,04 TO 06,142.0,Apartment,1992,,600000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41986,2014-05-01,DUPLICATE_LOWER_PRICE,64,6,64 years 06 months,2026-07-18
2014-05,PASIR RIS,EXECUTIVE,531,PASIR RIS DR 1,04 TO 06,148.0,Maisonette,1992,,700000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41992,2014-05-01,DUPLICATE_LOWER_PRICE,64,6,64 years 06 months,2026-07-18
2014-05,PASIR RIS,EXECUTIVE,715,PASIR RIS ST 72,04 TO 06,148.0,Apartment,1996,,640000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41990,2014-05-01,DUPLICATE_LOWER_PRICE,68,6,68 years 06 months,2026-07-18
2014-05,PUNGGOL,4 ROOM,133,EDGEDALE PLAINS,04 TO 06,91.0,Premium Apartment,2003,,385000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",41996,2014-05-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2014-05,PUNGGOL,4 ROOM,301C,PUNGGOL CTRL,13 TO 15,93.0,Premium Apartment,2010,,510000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42015,2014-05-01,DUPLICATE_LOWER_PRICE,82,6,82 years 06 months,2026-07-18
2014-05,PUNGGOL,4 ROOM,649,PUNGGOL CTRL,04 TO 06,90.0,Premium Apartment,2005,,452000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42004,2014-05-01,DUPLICATE_LOWER_PRICE,77,6,77 years 06 months,2026-07-18
2014-05,PUNGGOL,5 ROOM,293,PUNGGOL CTRL,07 TO 09,110.0,Premium Apartment,2003,,543000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42027,2014-05-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2014-05,QUEENSTOWN,3 ROOM,100,C'WEALTH CRES,01 TO 03,59.0,Standard,1970,,292000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42035,2014-05-01,DUPLICATE_LOWER_PRICE,42,6,42 years 06 months,2026-07-18
2014-05,QUEENSTOWN,3 ROOM,2,GHIM MOH RD,04 TO 06,65.0,Improved,1976,,395000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42050,2014-05-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2014-05,QUEENSTOWN,3 ROOM,55,C'WEALTH DR,10 TO 12,56.0,Standard,1970,,328000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42044,2014-05-01,DUPLICATE_LOWER_PRICE,42,6,42 years 06 months,2026-07-18
2014-05,QUEENSTOWN,4 ROOM,28A,DOVER CRES,25 TO 27,95.0,Model A,2012,,721000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42065,2014-05-01,DUPLICATE_LOWER_PRICE,84,6,84 years 06 months,2026-07-18
2014-05,QUEENSTOWN,4 ROOM,89,TANGLIN HALT RD,07 TO 09,90.0,Model A,2008,,690000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42062,2014-05-01,DUPLICATE_LOWER_PRICE,80,6,80 years 06 months,2026-07-18
2014-05,SEMBAWANG,4 ROOM,321,SEMBAWANG CL,07 TO 09,101.0,Model A,1999,,400000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42081,2014-05-01,DUPLICATE_LOWER_PRICE,71,6,71 years 06 months,2026-07-18
2014-05,SEMBAWANG,5 ROOM,411,SEMBAWANG DR,13 TO 15,110.0,Improved,2001,,430000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42089,2014-05-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2014-05,SEMBAWANG,5 ROOM,475,SEMBAWANG DR,10 TO 12,110.0,Improved,2000,,430000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42091,2014-05-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2014-05,SEMBAWANG,5 ROOM,486,ADMIRALTY LINK,07 TO 09,110.0,Improved,2004,,470000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42098,2014-05-01,DUPLICATE_LOWER_PRICE,76,6,76 years 06 months,2026-07-18
2014-05,SENGKANG,4 ROOM,235,COMPASSVALE WALK,04 TO 06,101.0,Model A,1999,,448000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42140,2014-05-01,DUPLICATE_LOWER_PRICE,71,6,71 years 06 months,2026-07-18
2014-05,SENGKANG,4 ROOM,291B,COMPASSVALE ST,07 TO 09,90.0,Model A,2002,,410000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42125,2014-05-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2014-05,SENGKANG,4 ROOM,303B,ANCHORVALE LINK,07 TO 09,85.0,Model A2,2001,,391600.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42111,2014-05-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2014-05,SENGKANG,4 ROOM,407B,FERNVALE RD,04 TO 06,91.0,Premium Apartment,2005,,395000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42116,2014-05-01,DUPLICATE_LOWER_PRICE,77,6,77 years 06 months,2026-07-18
2014-05,SENGKANG,5 ROOM,113,RIVERVALE WALK,10 TO 12,122.0,Improved,1998,,510000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42163,2014-05-01,DUPLICATE_LOWER_PRICE,70,6,70 years 06 months,2026-07-18
2014-05,SENGKANG,5 ROOM,258A,COMPASSVALE RD,07 TO 09,110.0,Improved,2001,,550000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42176,2014-05-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2014-05,SERANGOON,3 ROOM,221,SERANGOON AVE 4,01 TO 03,67.0,New Generation,1984,,345000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42190,2014-05-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-05,SERANGOON,4 ROOM,211,SERANGOON AVE 4,01 TO 03,92.0,New Generation,1985,,485000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42213,2014-05-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2014-05,SERANGOON,4 ROOM,408,SERANGOON AVE 1,01 TO 03,111.0,Model A,1989,,560000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42218,2014-05-01,DUPLICATE_LOWER_PRICE,61,6,61 years 06 months,2026-07-18
2014-05,SERANGOON,5 ROOM,116,SERANGOON NTH AVE 1,04 TO 06,121.0,Improved,1986,,468000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42210,2014-05-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
2014-05,TAMPINES,3 ROOM,110,TAMPINES ST 11,07 TO 09,74.0,Model A,1984,,370000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42242,2014-05-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-05,TAMPINES,4 ROOM,291,TAMPINES ST 22,07 TO 09,104.0,Model A,1984,,438000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42264,2014-05-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2014-05,TAMPINES,4 ROOM,708,TAMPINES ST 71,01 TO 03,100.0,Model A,1997,,460000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42277,2014-05-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2014-05,TAMPINES,5 ROOM,703,TAMPINES ST 71,10 TO 12,119.0,Improved,1997,,566800.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42320,2014-05-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2014-05,TAMPINES,5 ROOM,723,TAMPINES ST 72,04 TO 06,119.0,Improved,1997,,555000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42317,2014-05-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2014-05,TAMPINES,5 ROOM,859,TAMPINES AVE 5,07 TO 09,127.0,Improved,1988,,578000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42326,2014-05-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2014-05,TOA PAYOH,3 ROOM,23,TOA PAYOH EAST,07 TO 09,67.0,Improved,1970,,330000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42360,2014-05-01,DUPLICATE_LOWER_PRICE,42,6,42 years 06 months,2026-07-18
2014-05,TOA PAYOH,3 ROOM,232,LOR 8 TOA PAYOH,01 TO 03,65.0,Improved,1976,,305000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42352,2014-05-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2014-05,TOA PAYOH,3 ROOM,4,UPP ALJUNIED LANE,07 TO 09,57.0,Standard,1968,,298000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42350,2014-05-01,DUPLICATE_LOWER_PRICE,40,6,40 years 06 months,2026-07-18
2014-05,TOA PAYOH,3 ROOM,9,LOR 7 TOA PAYOH,04 TO 06,66.0,Improved,1970,,318000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42355,2014-05-01,DUPLICATE_LOWER_PRICE,42,6,42 years 06 months,2026-07-18
2014-05,TOA PAYOH,4 ROOM,191,LOR 4 TOA PAYOH,04 TO 06,84.0,Improved,1974,,500000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42380,2014-05-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2014-05,WOODLANDS,3 ROOM,2,MARSILING DR,07 TO 09,65.0,Improved,1974,,275000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42392,2014-05-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2014-05,WOODLANDS,4 ROOM,113,WOODLANDS ST 13,04 TO 06,91.0,New Generation,1987,,340000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42412,2014-05-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2014-05,WOODLANDS,4 ROOM,721,WOODLANDS CIRCLE,01 TO 03,102.0,Model A,1997,,360000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42417,2014-05-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2014-05,WOODLANDS,4 ROOM,794,WOODLANDS DR 72,13 TO 15,101.0,Model A,1998,,418800.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42449,2014-05-01,DUPLICATE_LOWER_PRICE,70,6,70 years 06 months,2026-07-18
2014-05,WOODLANDS,5 ROOM,370,WOODLANDS AVE 1,01 TO 03,123.0,Improved,1996,,480000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42470,2014-05-01,DUPLICATE_LOWER_PRICE,68,6,68 years 06 months,2026-07-18
2014-05,WOODLANDS,5 ROOM,578,WOODLANDS DR 16,01 TO 03,110.0,Improved,2000,,405000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42442,2014-05-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2014-05,WOODLANDS,EXECUTIVE,586,WOODLANDS DR 16,07 TO 09,131.0,Apartment,2001,,500000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42474,2014-05-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2014-05,WOODLANDS,EXECUTIVE,788B,WOODLANDS CRES,04 TO 06,141.0,Maisonette,1999,,590000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42480,2014-05-01,DUPLICATE_LOWER_PRICE,71,6,71 years 06 months,2026-07-18
2014-05,YISHUN,3 ROOM,130,YISHUN ST 11,04 TO 06,74.0,Model A,1985,,305000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",42506,2014-05-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
